,MAE,Model,Features
118,0.2633173562160345,RF,All_features
689,0.26331794122171365,NMF->RF,Theory_features
504,0.2633195350378161,RF,All_features
1455,0.26331966987126065,NMF->RF,All_features
27,0.26331998329027073,NMF->DT (MF),All_features
2582,0.263324163481571,NMF->RF,All_features
318,0.26332562182100866,NMF->RF,Theory_features
666,0.2633331055374109,RF,All_features
101,0.2633337535623381,RF,Theory_features
91,0.2633404420760915,RF,Theory_features
455,0.2633413732895996,NMF->RF,Theory_features
769,0.2633414167478156,RF,Theory_features
1016,0.2633430589536481,NMF->RF,All_features
168,0.2633449895120989,NMF->RF,Theory_features
2957,0.2633462985951479,NMF->RF,All_features
65,0.2633472809916468,NMF->RF,Theory_features
488,0.2633482058325121,NMF->RF,All_features
3654,0.26334976648375746,NMF->RF,All_features
78,0.2633552629074384,Lasso,All_features
1142,0.26336201058955633,NMF->RF,All_features
390,0.2633659876187571,NMF->DT (MF),All_features
1949,0.26336943246438416,NMF->RF,All_features
783,0.2633729574936943,RF,Theory_features
1987,0.2633733974220403,NMF->RF,All_features
959,0.2633756348933087,RF,All_features
41,0.263376252640563,Lasso,Theory_features
3059,0.2633767727217453,NMF->RF,All_features
179,0.2633781507203939,Lasso,All_features
2921,0.26337921474964443,NMF->RF,All_features
1593,0.2633795400452395,NMF->RF,All_features
857,0.2633827408908824,NMF->RF,All_features
787,0.2633839355595665,RF,All_features
191,0.2633843547006953,RF,All_features
142,0.2633853571743087,NMF->RF,All_features
555,0.2633858987837275,RF,All_features
2594,0.2633860025451727,NMF->RF,All_features
1634,0.2633875511010937,NMF->RF,All_features
447,0.26338830145132897,NMF->RF,All_features
2393,0.26339354263934944,NMF->RF,All_features
732,0.26339414895045515,NMF->RF,Theory_features
1924,0.26339455725976435,NMF->RF,All_features
550,0.2633959349830118,NMF->RF,All_features
986,0.2634022258275789,NMF->RF,All_features
1246,0.263404530580227,NMF->RF,All_features
178,0.2634048191310864,Lasso,All_features
376,0.2634076575411689,NMF->DT (MF),All_features
92,0.2634098314392683,RF,Theory_features
956,0.2634114851584428,RF,All_features
748,0.26341237241200216,NMF->RF,All_features
338,0.26341258073188706,NMF->DT (MF),All_features
23,0.26341608051603776,NMF->RF,All_features
673,0.26341830566372143,NMF->RF,Theory_features
3106,0.263421009578049,NMF->RF,All_features
173,0.2634215869158339,Lasso,All_features
157,0.2634219689016473,Lasso,All_features
485,0.2634230530867863,NMF->RF,All_features
2767,0.2634264693624344,NMF->RF,All_features
292,0.2634274850815839,NMF->RF,All_features
2962,0.26343040431715664,NMF->RF,All_features
185,0.26343497619731976,Lasso,All_features
2762,0.2634350089930744,NMF->RF,All_features
640,0.2634351648565244,RF,All_features
33,0.2634354633333117,NMF->DT (MF),Theory_features
605,0.2634363368311393,RF,All_features
506,0.26343711975174466,NMF->DT (MF),All_features
193,0.2634378013509202,RF,All_features
665,0.26344418046068696,RF,Theory_features
455,0.2634441905186635,RF,Theory_features
2533,0.2634448171905068,NMF->RF,All_features
717,0.2634462907357186,NMF->RF,All_features
415,0.26344907992660793,NMF->RF,Theory_features
583,0.2634518892267061,NMF->RF,Theory_features
442,0.2634535293546483,RF,All_features
4,0.26345424451511545,Lasso,All_features
862,0.2634565624460076,NMF->RF,All_features
1379,0.2634577287521377,NMF->RF,All_features
882,0.26346072717642777,RF,All_features
3335,0.2634613680838739,NMF->RF,All_features
101,0.2634622319151224,Lasso,Theory_features
773,0.2634643453934351,NMF->RF,Theory_features
144,0.2634652869697841,RF,All_features
213,0.2634683361418762,NMF->RF,Theory_features
842,0.26347026475285024,RF,Theory_features
2859,0.2634780879728986,NMF->RF,All_features
792,0.2634829518210717,NMF->RF,All_features
719,0.2634856126744487,NMF->RF,All_features
5,0.2634866622626603,RF,Theory_features
304,0.2634871364439825,NMF->RF,All_features
48,0.263487994035754,Lasso,All_features
268,0.2634907908599688,RF,All_features
1528,0.2634908971016358,NMF->RF,All_features
466,0.2634913775026383,NMF->RF,All_features
230,0.2634935800595706,RF,All_features
2487,0.26349502807699804,NMF->RF,All_features
70,0.2634950498811146,RF,All_features
254,0.2634978794426713,NMF->DT (MF),All_features
3,0.2634985411096404,RF,All_features
762,0.2634991539796793,NMF->RF,All_features
9,0.2634996786943215,DT (MF),Theory_features
2572,0.26350187396047525,NMF->RF,All_features
821,0.263501892993916,NMF->RF,All_features
47,0.26350237535841176,Lasso,All_features
82,0.2635028418865973,Lasso,All_features
493,0.2635030603735847,RF,Theory_features
512,0.2635031168647667,NMF->DT (MF),All_features
405,0.2635045489190189,NMF->RF,All_features
615,0.26350524553234816,RF,All_features
170,0.2635064521982937,Lasso,All_features
807,0.2635132594937825,NMF->RF,Theory_features
2940,0.2635173001922355,NMF->RF,All_features
285,0.26351786371919483,NMF->RF,All_features
189,0.26351939709898736,Lasso,All_features
907,0.2635203041609881,RF,Theory_features
138,0.26352413547017234,Lasso,All_features
66,0.2635260088334496,RF,Theory_features
128,0.263532685664385,NMF->DT (MF),All_features
3672,0.2635328771987462,NMF->RF,All_features
257,0.2635343221506483,RF,Theory_features
2627,0.2635357822340421,NMF->RF,All_features
7,0.2635361497416134,NMF->RF,All_features
28,0.2635391770885879,Lasso,All_features
737,0.2635394659232053,RF,Theory_features
177,0.2635398615160425,Lasso,All_features
695,0.2635400559451883,NMF->RF,All_features
402,0.2635412165997981,NMF->RF,All_features
60,0.2635424585793749,NMF->DT (MF),Theory_features
2438,0.2635447603522001,NMF->RF,All_features
42,0.2635463892590385,RF,Theory_features
24,0.2635469901665681,Lasso,All_features
85,0.2635471564119012,NMF->DT (MF),All_features
754,0.2635487826594977,NMF->RF,All_features
755,0.26355453843928583,RF,All_features
556,0.2635549070501587,NMF->RF,Theory_features
154,0.26355508322107113,Lasso,All_features
3019,0.2635568989414453,NMF->RF,All_features
89,0.2635590942713448,Lasso,All_features
851,0.263560312211351,NMF->RF,Theory_features
926,0.2635626258325485,RF,Theory_features
330,0.263564903536824,NMF->DT (MF),All_features
113,0.2635652294290636,Lasso,All_features
553,0.2635663802274571,NMF->DT (MF),All_features
355,0.2635690461530545,RF,Theory_features
349,0.2635702377019866,NMF->RF,All_features
1459,0.2635718457767082,NMF->RF,All_features
3025,0.2635732323972157,NMF->RF,All_features
67,0.26357406106432113,Lasso,All_features
2712,0.2635741598802828,NMF->RF,All_features
1853,0.2635777299665967,NMF->RF,All_features
436,0.2635792884050881,NMF->RF,Theory_features
307,0.2635793916976354,RF,Theory_features
805,0.2635797745622637,RF,Theory_features
190,0.2635825053926663,Lasso,All_features
900,0.26358537632692425,RF,All_features
1827,0.2635857327902431,NMF->RF,All_features
98,0.2635873961232165,Lasso,All_features
16,0.2635875462101028,Lasso,All_features
362,0.2635883817446763,RF,All_features
2832,0.263588979543277,NMF->RF,All_features
932,0.2635902260865288,RF,Theory_features
3535,0.2635938596459999,NMF->RF,All_features
81,0.2635956622334115,NMF->DT,All_features
638,0.2635957469041395,RF,All_features
1148,0.2635971906700487,NMF->RF,All_features
253,0.2636048299652724,NMF->RF,All_features
825,0.2636052169681527,NMF->RF,Theory_features
707,0.26360522414577625,NMF->RF,All_features
786,0.2636071117291616,RF,All_features
181,0.2636091924399269,Lasso,All_features
1018,0.2636110678620524,RF,All_features
3635,0.2636112604857644,NMF->RF,All_features
3521,0.2636116290148228,NMF->RF,All_features
137,0.26361181981338994,RF,Theory_features
217,0.2636129436060759,NMF->DT (MF),All_features
429,0.2636146133096535,NMF->RF,Theory_features
388,0.2636150218116293,NMF->DT (MF),All_features
82,0.2636176244724422,NMF->RF,Theory_features
779,0.2636245501260417,RF,Theory_features
488,0.2636255644967965,NMF->DT (MF),All_features
356,0.2636276810549465,RF,Theory_features
2085,0.263627981675558,NMF->RF,All_features
324,0.26362919280904124,RF,Theory_features
2051,0.26363250932557003,NMF->RF,All_features
209,0.2636333591749822,NMF->RF,All_features
2183,0.2636334998175873,NMF->RF,All_features
52,0.2636337379569068,NMF->RF,All_features
490,0.2636345733318562,RF,All_features
191,0.26363603159549875,RF,Theory_features
2760,0.2636366609784155,NMF->RF,All_features
74,0.2636375196487253,Lasso,All_features
2981,0.26363915306997393,NMF->RF,All_features
37,0.2636396728630071,NMF->DT,All_features
38,0.2636396728630072,NMF->DT,All_features
3285,0.2636429241049532,NMF->RF,All_features
3021,0.2636432174651171,NMF->RF,All_features
2271,0.2636440197994524,NMF->RF,All_features
317,0.2636452094955508,NMF->RF,Theory_features
109,0.26364549447648405,Lasso,All_features
117,0.2636462414740751,Lasso,All_features
210,0.2636473239816382,Lasso,All_features
844,0.263649030345117,RF,Theory_features
672,0.2636546523161861,NMF->RF,All_features
174,0.2636582065357761,NMF->DT (MF),All_features
441,0.2636609286932665,NMF->RF,Theory_features
9,0.2636609940676077,NMF->DT (MF),All_features
930,0.2636620989172321,RF,Theory_features
644,0.2636630060020902,RF,Theory_features
194,0.2636631388899138,NMF->RF,Theory_features
629,0.263664326501156,RF,All_features
69,0.2636643876251666,NMF->DT,All_features
1918,0.26366660442628137,NMF->RF,All_features
86,0.2636676151706777,NMF->RF,Theory_features
881,0.2636693943108274,NMF->RF,All_features
307,0.2636730530477876,NMF->DT (MF),All_features
199,0.2636731132441588,NMF->RF,All_features
730,0.263676888349828,RF,Theory_features
3023,0.2636778147474565,NMF->RF,All_features
647,0.26367864704065724,NMF->RF,All_features
520,0.26368702088745805,NMF->RF,All_features
80,0.263687791354624,RF,All_features
925,0.2636889563665737,NMF->RF,All_features
101,0.2636918611171811,Lasso,All_features
20,0.2636934882337635,Lasso,All_features
6,0.263694638802828,RF,Theory_features
180,0.26369642982056496,RF,Theory_features
40,0.2636969535495521,Lasso,All_features
93,0.26369907465316844,Lasso,All_features
124,0.2636996562540471,Lasso,All_features
37,0.2637038050934634,RF,All_features
739,0.2637057430722492,NMF->RF,All_features
2706,0.26370589831535823,NMF->RF,All_features
373,0.2637060067582215,RF,Theory_features
35,0.2637078041690375,Lasso,All_features
1036,0.2637095075009482,RF,All_features
421,0.2637121067621204,NMF->RF,All_features
610,0.2637122899162857,NMF->RF,Theory_features
278,0.2637132865954714,RF,All_features
70,0.2637145169478809,Lasso,All_features
211,0.2637165421887925,NMF->RF,All_features
885,0.2637171179729081,NMF->RF,All_features
26,0.2637240923940998,RF,Theory_features
1910,0.2637294318322767,NMF->RF,All_features
2723,0.26373119186413396,NMF->RF,All_features
153,0.26373406145245176,Lasso,All_features
1289,0.2637358950486945,NMF->RF,All_features
2067,0.2637407215172461,NMF->RF,All_features
345,0.2637432966644909,RF,Theory_features
357,0.2637433096147457,NMF->RF,Theory_features
66,0.2637481534231509,Lasso,All_features
41,0.2637513985788901,Lasso,All_features
86,0.26375152530167023,Lasso,All_features
85,0.26375242828301576,RF,Theory_features
51,0.2637527599156877,Lasso,All_features
154,0.2637532270420718,NMF->DT (MF),All_features
13,0.26375328334617804,Lasso,All_features
133,0.26375470141740315,Lasso,All_features
77,0.2637555032257877,Lasso,All_features
2953,0.2637557077604349,NMF->RF,All_features
105,0.2637557761230325,Lasso,All_features
763,0.2637568000239752,NMF->RF,Theory_features
127,0.26375737024495577,RF,All_features
562,0.26375904730771804,NMF->DT (MF),All_features
977,0.26375989582035825,RF,All_features
86,0.2637619870637397,RF,All_features
81,0.2637622376992109,RF,All_features
3633,0.2637640243246963,NMF->RF,All_features
335,0.2637642900136563,RF,Theory_features
745,0.2637650180707262,NMF->RF,Theory_features
727,0.2637653306726848,RF,Theory_features
85,0.2637653310273385,RF,All_features
143,0.26376619362401543,Lasso,All_features
1805,0.2637689899126013,NMF->RF,All_features
508,0.26377029190602425,NMF->RF,All_features
546,0.2637721013179095,RF,Theory_features
128,0.2637753141203729,Lasso,All_features
964,0.2637754166725033,NMF->RF,All_features
659,0.2637770380484767,RF,All_features
786,0.2637791569072573,NMF->RF,Theory_features
512,0.2637795226255013,NMF->RF,Theory_features
104,0.2637797214626423,NMF->RF,Theory_features
183,0.26378038770218304,NMF->RF,All_features
66,0.2637816057245275,NMF->DT,All_features
816,0.2637850799076473,RF,All_features
170,0.26378653878288194,RF,All_features
634,0.26378779299129346,RF,All_features
59,0.2637929007268996,Lasso,All_features
843,0.26379406788063564,NMF->RF,All_features
17,0.2637948588458905,NMF->RF,Theory_features
416,0.2637957273695491,NMF->RF,Theory_features
172,0.2637964084495553,NMF->RF,All_features
243,0.26379980857077656,NMF->DT (MF),All_features
3221,0.2638041658119017,NMF->RF,All_features
965,0.2638042668755154,RF,All_features
17,0.2638047442568359,Lasso,All_features
643,0.26380786565270203,NMF->DT (MF),All_features
932,0.26380854752571664,RF,All_features
1301,0.2638095615601577,NMF->RF,All_features
500,0.2638097420165841,NMF->DT (MF),All_features
2690,0.2638103523284346,NMF->RF,All_features
164,0.26381184035298283,RF,All_features
2261,0.2638118662581665,NMF->RF,All_features
92,0.2638121439997439,Lasso,All_features
2440,0.2638128841448296,NMF->RF,All_features
554,0.2638150741516809,NMF->RF,Theory_features
1362,0.26381523587072936,NMF->RF,All_features
469,0.2638155381778833,NMF->RF,All_features
44,0.26381561839094986,Lasso,All_features
862,0.2638157076863828,RF,Theory_features
2204,0.2638173203745839,NMF->RF,All_features
753,0.2638179077031575,NMF->RF,Theory_features
1359,0.26382032492155205,NMF->RF,All_features
498,0.2638205420160779,NMF->RF,Theory_features
212,0.26382105991731897,RF,Theory_features
572,0.2638212308834109,NMF->RF,All_features
617,0.26382301112843304,NMF->RF,Theory_features
197,0.26382485703044,Lasso,All_features
723,0.2638262603896335,NMF->DT (MF),All_features
54,0.2638267924735765,Lasso,All_features
321,0.2638273259703799,NMF->RF,All_features
441,0.2638297386580406,NMF->RF,All_features
1879,0.26383153773813905,NMF->RF,All_features
944,0.26383203403600264,NMF->RF,All_features
178,0.26383405955957745,NMF->DT (MF),All_features
468,0.2638346696442516,RF,Theory_features
193,0.26383695043178346,Lasso,All_features
301,0.2638370955527168,RF,All_features
2901,0.26384477414184065,NMF->RF,All_features
176,0.2638476306568872,Lasso,All_features
192,0.26384772966274145,Lasso,All_features
3693,0.26384955774741314,NMF->RF,All_features
1196,0.2638497506714458,NMF->RF,All_features
172,0.2638508920046012,Lasso,All_features
185,0.2638513479924406,NMF->RF,All_features
46,0.2638522765972317,Lasso,All_features
506,0.2638543273756033,RF,All_features
628,0.2638545197516344,NMF->RF,All_features
578,0.26385558394597697,NMF->RF,Theory_features
851,0.2638557742894173,NMF->RF,All_features
100,0.2638575594791216,Lasso,All_features
672,0.26385932907479864,RF,Theory_features
12,0.26386001006135146,Lasso,All_features
85,0.2638602373465642,Lasso,All_features
53,0.2638602955933552,Lasso,All_features
277,0.2638609765282945,RF,Theory_features
27,0.2638627008683742,Lasso,All_features
753,0.2638632064629344,RF,Theory_features
15,0.2638633054819569,Lasso,All_features
2027,0.26386561150193305,NMF->RF,All_features
19,0.26386562822582565,Lasso,All_features
740,0.2638669435848413,RF,All_features
65,0.2638671759007573,Lasso,All_features
34,0.26386818894434433,Lasso,All_features
184,0.2638682635292465,Lasso,All_features
43,0.26386898347017185,Lasso,All_features
100,0.26386901142962843,Lasso,Theory_features
142,0.26386936112618586,Lasso,All_features
80,0.26386960140663235,RF,Theory_features
49,0.2638696695220857,NMF->DT (MF),Theory_features
1257,0.26386991667763937,NMF->RF,All_features
132,0.2638699495241859,Lasso,All_features
245,0.26387006712879296,RF,Theory_features
137,0.2638703493235887,Lasso,All_features
88,0.2638705243743494,Lasso,All_features
209,0.26387060478332824,Lasso,All_features
81,0.26387359750503764,Lasso,All_features
22,0.2638736498983668,Lasso,All_features
103,0.2638769126079761,NMF->RF,Theory_features
3377,0.26387770312133885,NMF->RF,All_features
89,0.2638786733394523,NMF->DT,All_features
196,0.2638787122501596,Lasso,All_features
73,0.2638788565799443,Lasso,All_features
549,0.2638791774709793,RF,Theory_features
104,0.2638795299339525,Lasso,All_features
611,0.2638797676508613,NMF->RF,Theory_features
116,0.2638803168952818,Lasso,All_features
74,0.2638803820534709,RF,All_features
26,0.2638805023699029,Lasso,All_features
1627,0.2638811623707083,NMF->RF,All_features
868,0.263881269299017,RF,Theory_features
416,0.26388157237187393,RF,Theory_features
123,0.26388353927143515,Lasso,All_features
180,0.2638835885727376,Lasso,All_features
1673,0.2638854004326832,NMF->RF,All_features
2701,0.2638864398692797,NMF->RF,All_features
